id,observed_on,time_observed_at,latitude,longitude,scientific_name,common_name
206205573,4/5/2024,2024-04-06 00:47:53 UTC,25.1166252,-80.95803529,Pandion haliaetus carolinensis,American Osprey
206996103,4/5/2024,2024-04-06 00:46:41 UTC,46.4089802,-117.0380884,Pandion haliaetus carolinensis,American Osprey
205704408,4/6/2024,,45.50727856,-123.0844154,Pandion haliaetus carolinensis,American Osprey
205761648,4/6/2024,2024-04-06 22:11:39 UTC,33.69096667,-93.96363833,Pandion haliaetus carolinensis,American Osprey
205761709,4/6/2024,2024-04-06 22:49:00 UTC,46.95512391,-120.5319784,Pandion haliaetus carolinensis,American Osprey
205777675,4/6/2024,2024-04-06 16:44:17 UTC,38.02555271,-122.0971297,Pandion haliaetus carolinensis,American Osprey
205807207,4/6/2024,2024-04-06 22:33:00 UTC,36.29822965,-85.9070227,Pandion haliaetus carolinensis,American Osprey
206182062,4/6/2024,2024-04-06 18:46:28 UTC,41.99321887,-70.69871616,Pandion haliaetus carolinensis,American Osprey
208847702,4/6/2024,2024-04-06 22:19:00 UTC,34.454525,-96.636009,Pandion haliaetus carolinensis,American Osprey
213999688,4/6/2024,2024-04-06 20:43:39 UTC,37.5227936,-113.8545259,Pandion haliaetus carolinensis,American Osprey
214685815,4/6/2024,2024-04-06 16:22:00 UTC,39.71159692,-78.99747903,Pandion haliaetus carolinensis,American Osprey
205927644,4/7/2024,2024-04-07 17:04:27 UTC,44.06254339,-123.1279866,Pandion haliaetus carolinensis,American Osprey
206007998,4/7/2024,2024-04-07 22:36:00 UTC,33.56608461,-101.8022103,Pandion haliaetus carolinensis,American Osprey
206009147,4/7/2024,2024-04-07 23:31:09 UTC,40.59180772,-122.3774255,Pandion haliaetus carolinensis,American Osprey
206015334,4/7/2024,2024-04-07 22:27:53 UTC,37.92456276,-122.4110714,Pandion haliaetus carolinensis,American Osprey
206356312,4/7/2024,2024-04-08 00:24:52 UTC,37.51488833,-120.45285,Pandion haliaetus carolinensis,American Osprey
208182960,4/7/2024,2024-04-08 00:13:00 UTC,45.40804581,-117.8439351,Pandion haliaetus carolinensis,American Osprey
208182961,4/7/2024,2024-04-08 00:14:00 UTC,45.53855618,-117.903172,Pandion haliaetus carolinensis,American Osprey
261997338,4/7/2024,2024-04-07 23:38:00 UTC,41.99105534,-79.13782773,Pandion haliaetus carolinensis,American Osprey
206092446,4/8/2024,2024-04-08 15:11:00 UTC,39.26695016,-85.3684618,Pandion haliaetus carolinensis,American Osprey
206196721,4/8/2024,2024-04-09 01:57:07 UTC,40.87803667,-123.6161633,Pandion haliaetus carolinensis,American Osprey
206410222,4/8/2024,2024-04-08 12:38:00 UTC,37.39383239,-78.15961167,Pandion haliaetus carolinensis,American Osprey
206319212,4/9/2024,2024-04-09 19:15:26 UTC,45.61133636,-122.6922327,Pandion haliaetus carolinensis,American Osprey
219564436,4/9/2024,2024-04-09 21:22:58 UTC,43.5344122,-80.21950891,Pandion haliaetus carolinensis,American Osprey
206541222,4/10/2024,2024-04-10 19:20:00 UTC,29.31717889,-94.76266389,Pandion haliaetus carolinensis,American Osprey
206609926,4/11/2024,2024-04-11 12:07:00 UTC,40.780299,-96.632414,Pandion haliaetus carolinensis,American Osprey
207718354,4/11/2024,2024-04-11 21:04:00 UTC,44.47062138,-114.2005191,Pandion haliaetus carolinensis,American Osprey
